Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
410,0,0.21250904,0.238978557,0.014711925,0,0.247637698,0.004214831,0,0,0,0,0.012899774,0,0.55935184,0.003300883,0.423818826,0,0.107533831,0,0.099015215,0.120382792,0.026979843,0.01,0.302873736,0.966855927,2.071335055
411,0.164256076,0,0.212255211,0,0,0.340502083,0.069979128,0.035574245,0,0,0.164603988,0,0.08773827,0.072315094,0,0.320233413,0.118880868,0.03778601,0,0.050778592,0.020564536,0,0.036,0.16761582,1.010617738,1.695467514
412,0.076049026,0,0.295162109,0,0,0.746757039,0.124490211,0,0,0,0.275986187,0,0,0.557221792,0,0.007254589,0,0,0,0.216510931,0,0,0.024,0.195935793,1.014554119,2.299431883
413,0.206364751,0,0.223367508,0,0,0.396172344,0,0.072905181,0,0,0.16379846,0.092362953,0.037227771,0.426311947,0.02983957,0.152332197,0.025151086,0,0,0.286785275,0.011017038,0,0.014,0.266824021,0.979388905,2.123636081
414,0.08852802,0,0.199993971,0,0.04400305,0.184229162,0.346366802,0,0,0,0.132111068,0,0.011989203,0.275154051,0,0.106700188,0,0.034345608,0,0.052000917,0.001721284,0,0.016,0.223467376,0.992720227,1.477143324
415,0.001835268,0,0.297876642,0.104336023,0.007642854,0.06387483,0.038924959,0.078157521,0.068476179,0,0.033172407,0.007596183,0,0.449842456,0.061752507,0.307530541,0,0.05997172,0,0.391756476,0,0,0.016,0.245306286,0.995564361,1.972746566
416,0.194888726,0,0.426688379,0.041357412,0,0.662933162,0.236261038,0.080013345,0,0,0.224230424,0,0.054889228,0.40957082,0,0.019635708,0,0.17199576,0,0.30156573,0,0,0.01,0.310761671,0.957040476,2.824029732
417,0,0.28446146,0.413960968,0,0,0.875704578,0.149385966,0.023141826,0.154166228,0,0.268481154,0,0,0.265747597,0,0.06581474,0,0,0,0.021365356,0.01126284,0,0.002,0.393813621,0.922798833,2.533492714
418,0.430356072,0,0.26408127,0,0,0.497783699,0,0.03846923,0,0,0.087739193,0,0,0.483077929,0,0,0,0.000906627,0,0.73000629,0.111561678,0.30944285,0.006,0.354014965,0.944081789,2.953424837
419,0,0,0.374982343,0,0,0.511848692,0.002273834,0.008031863,0.002270098,0,0.195913595,0,0,0.35879668,0.028572844,0.23022265,0.044488649,0,0,0.407708834,0.023582225,0,0.014,0.278996945,0.974631896,2.188692306
420,0,0.068191291,0.290253103,0,0,0.468066148,0,0,0,0,0.12069383,0,0.040100661,0.066980179,0,0.2212641,0.046333634,0.043729898,0.027367639,0.132868642,0.03628168,0,0.33,0.05197498,1.061857239,1.562130805
421,0.133511391,0,0.218284208,0,0,0.2118722,0.05381971,0,0,0,0.105054878,0,0,0.34079568,0,0.199964819,0,0,0,0.243257066,0.060983392,0.042010151,0.164,0.094925399,1.056669743,1.609553496
422,0,0.361888539,0.233802048,0,0.026963832,0.494047032,0.12676327,0,0,0,0.236482621,0,0,0.216307609,0,0.079888618,0,0.065756384,0,0.146352178,0,0,0.002,0.406120204,0.913929537,1.988252132
423,0.146025195,0,0.332889142,0.050342857,0,0.410836166,0.055774709,0,0,0,0,0,0.027027764,0.311485898,0,0.110168311,0.008354933,0.025645782,0,0.179738256,0.051385495,0,0.016,0.22375224,1.001096349,1.709674508
424,0.242207382,0,0.172170861,0.232338775,0,0.364098779,0.181062863,0.172825069,0,0,0.25363044,0,0,0.537529242,0.013302423,0.119132799,0,0,0,0.170337281,0.038933916,0.092937377,0.014,0.26223839,0.978641605,2.590507209
425,0.587893696,0,0.411943232,0.103779965,0,0.679964667,0.308887626,0,0,0,0.182322245,0,0.131696995,0.080610057,0.010633141,0.161120428,0,0.013844331,0,0.155378176,0.034022867,0,0.002,0.430039284,0.902944395,2.862097426
426,0.135572935,0,0.491532051,0,0,0.702545685,0.102366227,0,0,0,0.119546522,0,0.062527144,0.150370538,0,0.128831373,0,0,0,0.187247352,0.005389703,0,0.01,0.310048759,0.963792346,2.08592953
427,0,0.193913782,0.323515834,0,0.040236569,0.093979184,0.061666091,0.101200463,0,0,0,0.032622536,0,0.287272538,0.054319058,0.283585675,0,0.122231777,0,0.285223102,0,0,0.006,0.345368515,0.944151594,1.879766608
428,0.048798282,0,0.422311638,0,0,0.345867188,0,0.017018417,0,0,0.000375917,0,0,0.478504966,0,0.127500029,0,0.021859661,0.016122872,0.176112795,0,0,0.008,0.322804459,0.964436713,1.654471765
429,0.037716209,0,0.428728006,0,0.003731124,0.195110375,0,0.025128101,0,0,0.083464972,0,0.003196053,0.291055839,0,0.086581862,0,0,0,0.722295237,0.044635367,0.003968993,0.014,0.280379933,1.004845539,1.925612138
430,0.157622443,0.13878138,0.348643592,0,0,0.877978447,0,0.009863069,0,0,0.042456969,0.020938014,0.009645278,0.551445075,0,0.199297934,0,0.14749357,0,0.181990379,0.159669064,0.066049503,0.01,0.309391546,0.95730669,2.911874717
431,0.007062901,0.020096465,0.388442324,0,0,0.693266691,0,0,0,0,0.243735386,0,0,0.274999474,0.100681063,0.122234758,0,0,0,0.274683868,0,0.010871549,0.016,0.232413487,0.995368357,2.13607448
432,0,0.177161862,0.143855154,0,0,0.098884464,0,0.005545012,0.127695632,0,0.171947486,0,0,0.697728977,0,0.128750571,0,0,0,0.275061724,0,0,0.076,0.12688447,1.063125557,1.826630881
433,0.237214656,0,0.682003884,0.081438751,0.088144478,0.460484903,0.357173946,0,0,0,0.119718342,0,0.020948785,0.507155447,0,0.070274004,0,0,0,0.141459188,0,0,0.002,0.433365166,0.902284222,2.766016384
434,0.199429125,0,0.115926335,0,0,0.276893274,0,0,0,0,0.104435445,0,0,0.734914021,0,0.038903035,0,0,0,0.293798609,0,1.57E-05,0.016,0.230154155,1.018019053,1.764315525
435,0.206790637,0,0.220154468,0.011286858,0,0.121438535,0.226329979,0,0,0,0.099680669,0,0,0.508237901,0.002785762,0.167407782,0,0,0,0.062800885,0,0,0.002,0.418888062,0.909292336,1.626913476
436,0.290005984,0,0.740127174,0,0,0.690541598,0.205593601,0.013218617,0,0,0.317127617,0,0.278892506,0.129284055,0.384637558,0.635321084,0,0,0.092770552,0,0,0,0,0.523183026,0.856111139,3.777520345
437,0.106340689,0,0.506086121,0,0,0.771051223,0.099314008,0,0,0,0.128305818,0,0.007640859,0.29008332,0.007137344,0.282933785,0,0.020786527,0,0.11830889,0,0,0.004,0.362364552,0.93588936,2.337988585
438,0,0.051836164,0.410313852,0,0,0.442816359,0,0,0.047357546,0,0.006712661,0.021081301,0.056127942,0.351465756,0,0.409519802,0.094455975,0.037785132,0.147960923,0.011454971,0.002918624,0,0.014,0.290739788,0.966356858,2.09180701
439,0.174420526,0,0.374017099,0,0,0.678038467,0.151172673,0.004423996,0,0,0.217822342,0,0.095574259,0.399003998,0,0.094480753,0,0,0,0.161753642,0.111365964,0,0.008,0.316775825,0.95404237,2.46207372
440,0.252903498,0.402368736,0.078662166,0.039587555,0.101719917,0.921652499,0.074983948,0,0,0,0.176499924,0,0.014164737,0.280713183,0.005384814,0.320880622,0,0.066536012,0,0.134384943,0,0.093780464,0.006,0.345843928,0.941660411,2.964223018
441,0.282846242,0,0.277767323,0.10121876,0,0.470662664,0.109845074,0.162894344,0.088857937,0,0.282269306,0,0,0.216677536,0.047263125,0.193712575,0,0.170531254,0,0.441216011,0,0.063119044,0.012,0.300874224,0.960312912,2.908881193
442,0.414907968,0,0.25878921,0.126228741,0,1.199225363,0.245115233,0,0,0,0.042050272,0,0.161895314,0.219305169,0.00219448,0.228920693,0,0.022441313,0,0.081789808,0.011345346,0,0.008,0.320558799,0.955411924,3.01420891
443,0.177649254,0,0.223909469,0,0,0.738026525,0.083010014,0,0,0,0.136364987,0,0.109469536,0.134561725,0,0.173330831,0,0.058322515,0,0.165139296,0.010222861,0,0.016,0.25489545,0.980301378,2.010007012
444,0,0.178923234,0.363060182,0.020680998,0.002940616,0.244953533,0,0,0,0,0,0.062978775,0,0.769016791,0,0.61727336,0,0,0,0.046363897,0.004929769,0,0.016,0.259064014,1.001918366,2.311121155
445,0.13262434,0,0.451203002,0.016549689,0,0.31005328,0.00712233,0.1176976,0,0,0,0.00675553,0.092030399,0.254768622,0,0.210205611,0.058816278,0.018796965,0.029404664,0.017318851,0.075387336,0,0.002,0.397096369,0.920086986,1.798734497
446,0.162073409,0,0.395713217,0,0,0.46417478,0,0,0,0,0.105104465,0,0,0.374462824,0,0.044035658,0,0.094565095,0,0.580746279,0.160854493,0.126291235,0.006,0.341755535,0.94730859,2.508021455
447,0.12948352,0,0.669275046,0.016551519,0,0.593280632,0.086668931,0.000712879,0.018524537,0,0.300409338,0,0,1.126558841,0.070091869,0.266664497,0,0,0,0.538330281,0,0,0.012,0.301377356,0.969269702,3.816551889
448,0,0.07749652,0.440086531,0,0.009473335,0.503384939,0,0.048731009,0,0,0.229849568,0,0.031773481,0.154520649,0,0,0,0.050511762,0,0.329219777,0.019933936,0,0.07,0.130589132,1.051246158,1.894981507
449,0,0.309331778,0.190443639,0.048823777,0,0.662641172,0.053300119,0,0,0,0,0.079164213,0.030299178,0.269935464,0.118636781,0.278675538,0.017018437,0,0.017927385,0.141847885,0.066043186,0,0.008,0.317872257,0.952085467,2.284088552
450,1.572987079,1.246396343,0.096152519,0.448175756,0.113235886,1.223487179,0.131097708,0.232440705,0,0,0.034592814,0,0.083329304,0.082645818,0.04196958,0.352386356,0,0.033133811,0,0.054518253,0.001381534,0,0,0.614807079,0.788437279,5.747930645
451,0.283248021,0,0.082908044,0.218819484,0,0.47347591,0.184732537,0.036378112,0,0,0.090355491,0,0.136233762,0.209555055,0.005328311,0.092859345,0.009614155,0,0,0.163401218,0.028297938,0,0.016,0.224355364,0.993911223,2.015207384
452,0.067715303,0,0.510193808,0,0,0.155210489,0.052469803,0.017202268,0,0,0.076504494,0,0,0.668988428,0,0.189729722,0,0.047990424,0,0.315433002,0.058610404,0.024914105,0.006,0.347109442,0.952514586,2.18496225
453,0.665869124,0.094041898,0.387338391,0.119718881,0,1.07039909,0,0.414108925,0,0,0.074249527,0,0,1.102234723,0.017852004,0.398867983,0,0.05130328,0,1.007379402,0,0.057239024,0.014,0.293721991,0.968762898,5.460602253
454,0.198564687,0.766402198,0.661599736,0.062235569,0.099745497,0.511323333,0,0.012204438,0,0,0.108031219,0,0,0.328332566,0.003474808,0.285398311,0,0,0,0.17952518,0,0,0,0.586986398,0.81011536,3.216837542
455,0.191830311,0.549391684,0.599062181,0.011485011,0,0.655732387,0,0.003436952,0,0,0.004006191,0.027492611,0.009215058,0.379322193,0,0.240628414,0,0.041737971,0.037020652,0.238401623,0.151579698,0,0,0.543947883,0.839880408,3.140342937
456,0.315003279,0.484421698,0.017225585,0,0.058870131,0.719662215,0.043981726,0.045011814,0,0,0.134605902,0,0.028687721,0.189276509,0.086645272,0.242866931,0.011030892,0,0,0.042352886,0,0,0.002,0.426138919,0.904881147,2.419642562
457,0.752994195,0.211327926,0.097743878,0.195976818,0.42275857,0.318696949,0.060966792,0.054744521,0,0,0.162337816,0,0.077349422,0.258078558,0,0.195959985,0,0,0,0.108482836,0.019292117,0,0,0.506629955,0.861517782,2.936710382
458,0.108353708,0,0.309903705,0.009178663,0.039539475,0.185556541,0,0,0,0,0.05775807,0,0,0.826182794,0.005763141,0.217548484,0,0,0,0.327175841,0,0,0.014,0.275366746,0.997140001,2.086960421
459,0.988169379,0,1.779753406,0.101330397,0,0.560628139,0.04520771,0.007498529,0,0,0.009505176,0.026832277,0.045614165,0.32975557,0,0.259161706,0,0.005090086,0.057446205,0.010732036,0,0,0,0.601622301,0.806971125,4.226724782
460,0.113999331,0,0.25540442,0,0,0.402191742,0.035022647,0.006594687,0,0,0.191769896,0,0.00353953,0.20820571,0,0.162475434,0,0.115909555,0,0.286212475,0,0,0.016,0.253941391,0.982805483,1.781325426
461,0.173492385,0,0.28807377,0,0,0.206049258,0,0,0.060949064,0,0.142094665,0,0.008240631,0.613896426,0.019043956,0.108224582,0,0,0,0.143807565,0,0,0.016,0.255956974,0.995510943,1.763872302
462,0.063444412,0,0.270152586,0,0,0.731616371,0,0.017505181,0.000797445,0,0.190680324,0,0,0.646389324,0.022258401,0.257450908,0,0.014769413,0,0.514070041,0,0,0.018,0.213255122,1.007743263,2.729134405
463,0,0.0102751,0.150919271,0,0,0.40185926,0,0,0,0,0.054309647,0,0,0.521998336,0,0.104897275,0,0.000649793,0,0.48064008,0.079883173,0.130543125,0.038,0.15683177,1.046709641,1.935975061
464,0.072195564,0.072592423,0.156707115,0.101898256,0,0.677543107,0,0.001897133,0,0,0,0.162715552,0.151978943,0.356238355,0,0.202390627,0.012708661,0.03620153,0,0.268979805,0.066696119,0,0.018,0.211559238,1.000132981,2.34074319
465,0.291219005,0.001282159,0.270703088,0,0.15902516,0.550995981,0.219536824,0,0,0,0.23435666,0,0.048106955,0.394224443,0.014181647,0.150269324,0,0.007621536,0,0.188578169,0,0,0.014,0.295885654,0.963344527,2.530100951
466,0.144670842,0,0.235438246,0,0,0.383173243,0.031529901,0,0,0,0.104011687,0,0,0.575898853,0.019062941,0.105597791,0,0.024120245,0,0.197985461,0,0,0.01,0.305075853,0.965973767,1.82148921
467,0.313303533,0,0.238440951,0.176652264,0,0.631794802,0.297031245,0.032727387,0,0,0,0.062431149,0.124724901,0.034802899,0.079245997,0.255002868,0,0.060790372,0.152879415,0,0.009324004,0,0.006,0.345364813,0.940110132,2.469151788
468,0.65021676,0,0.883689724,0,0.166431957,0.162689576,0.187990588,0.063437065,0,0,0.244363518,0,0.065011391,0.312410856,0.001217468,0.102005978,0,0,0.001002689,0.159971954,0,0,0,0.603133145,0.797456452,3.000439523
469,0,0.119203767,0.40788228,0,0.077057854,0.281873182,0.045893392,0,0,0,0.092112912,0,0.020316239,0.610616157,0,0,0,0.038975416,0,0.227115325,0.124592126,0.052186024,0.004,0.360848615,0.938532894,2.097824675
470,0.387215243,0.030117037,0.365214378,0,0,0.758648512,0.258019588,0.120167384,0,0,0.21931712,0,0.047640325,0.840005858,0.173469562,0.134312346,0,0,0,0.109263753,0.00011466,0,0.008,0.328471332,0.949590745,3.443505766
471,0,0.103320551,0.293591748,0,0,0.234476876,0,0,0.071354972,0,0.143107593,0,0,0.943539936,0,0.29621028,0,0,0,0.213679906,0.005863264,0,0.006,0.343297753,0.956440207,2.305145127
472,0.377934637,0,0.170770224,0.11590564,0,0.489011316,0.25760601,0,0.033915188,0,0.102036055,0,0.116732535,0.108353213,0.002205467,0.077162311,0,0.008327622,0,0.493927714,0.082318192,0.030734967,0.014,0.288306424,0.969101745,2.466941092
473,0.160319356,0,0.631542764,0.033822013,0.049586672,0.208989927,0,0.047376187,0.092186136,0,0.170134168,0,0,0.435945777,0.091814911,0.150647105,0,0,0,0.295099275,0,0,0.002,0.422898806,0.908382738,2.36746429
474,0.171022423,0,0.236479433,0,0.005604232,0.151270929,0,0.00883696,0,0,0.134580692,0,0,0.694391197,0,0.067966427,0,0.019206656,0,0.565896828,0.013925591,0.03916995,0.008,0.317333168,0.974796875,2.108351319
475,0.43886616,0,0.257201869,0.254929139,0,0.213016543,0.428034662,0.124473631,0,0,0.137735663,0,0.059315419,0.559302638,0,0.109369513,0,0,0,0.146554818,0,0,0.004,0.367439061,0.931856831,2.728800055
476,0.471892344,0.310483681,0.375948465,0,0.099235484,0.647187948,0.025600184,0,0,0,0.121675095,0,0.060921626,0.302919247,0.007671914,0.157043047,0,0,0,0.054580923,0,0,0,0.532731073,0.845858255,2.63515996
477,0.104639098,0,0.630555674,0.001291412,0,0.151485728,0,0.05929244,0,0,0,0.017294919,0,0.314260392,0.035127575,0.323492841,0,0,0,0,0,0,0,0.520903931,0.857073775,1.637440078
478,0.249747222,0.273163978,0.600219917,0,0,1.16860358,0.082621336,0.163696518,0,0,0.222188918,0,0,0.69025707,0.190609849,0.370710641,0,0,0,0.479626395,0,0,0.002,0.37785321,0.926710885,4.491445423
479,0,0.106167719,0.268382322,0,0,0.426126504,0,0.025873884,0.023116403,0,0.084774712,0,0.133506142,0.696918117,0.054326097,0.355339196,0,0.050646733,0,0.365552408,0.053251824,0,0.006,0.336785682,0.947921112,2.643982062
480,0.084232105,0,0.323414128,0,0,0.657403082,0,0.002252987,0,0,0.182419814,0,0,1.118751467,0,0.49959773,0,0,0,0.947765404,0,0.043587449,0.016,0.222714594,1.017555011,3.859424166
481,0.218568712,0,0.428605294,0,0.154331873,0.335367473,0.124752169,0,0,0,0.192835592,0,0,1.185738157,0.012865665,0.316800487,0,0,0,0.092716774,0,0,0.01,0.307379244,0.970747494,3.062582195
482,0.055974059,0,0.612872125,0.033018101,0,0.590653107,0,0,0,0,0.210983233,0,0.036037257,0.246537792,0,0.254432131,0.028168406,0,0,0.335271128,0.066531859,0,0.002,0.394433398,0.920735025,2.470479198
483,0.08459535,0,0.399630128,0.049144255,0,0.402416228,0,0.041365413,0,0,0.053383335,0,0.032464772,0.654459435,0.140455957,0.555020122,0,0,0.046441629,0.034696657,0,0,0.014,0.27231358,0.980766494,2.49407328
484,0.089468713,0,0.414524047,0,0,0.4008418,0,0,0,0,0.082190039,0,0.015425444,0.249325177,0,0.047433417,0,0.096167624,0,0.495559088,0,0.002738895,0.014,0.285307912,0.98164095,1.893674243
485,0.99065603,0,0.192707184,0.491418314,0,0.93586873,0.365348741,0.009862024,0,0,0.077230648,0,0.13161334,0.57329667,0.129406058,0.160891623,0,0,0,0.207808084,0.003179485,0,0.002,0.393819099,0.92009745,4.269286931
486,0.229565799,0,0.237852206,0,0.007436317,0.359367856,0.061905714,0,0,0,0.185505156,0,0,0.489406143,0,0.135377162,0,0,0,0.240278325,0.040109955,0.327537479,0.014,0.262890463,0.982329692,2.314342114
487,0.490779422,0,0.351601393,0,0,0.518091897,0,0,0,0,0.061841251,0,0,0.419939999,0,0.274374346,0,0.033050393,0,0.271283416,0,0.015018636,0,0.470529437,0.881676704,2.435980753
488,0.636215728,0,0.331136442,0.163328148,0,0.47291865,0.050511889,0.013578186,0,0,0.072159252,0.004204421,0.111942706,0.329676654,0,0.456589776,0.003864575,0.00749182,0.024062443,0,0,0,0,0.47046294,0.881720255,2.677680689
489,0.040017078,0,0.404393465,0,0.034121462,0.165077451,0,0,0.031756437,0,0.093602773,0,0,0.412974572,0,0.031669504,0,0,0,0.455630506,0.055306882,0.005897853,0.032,0.188283299,1.040200246,1.730447982
490,0.192737625,0,0.491923682,0,0,0.331514591,0,0,0,0,0.079113278,0,0.024798582,0.587298998,0,0.018520297,0,0.005897808,0,0.460654437,0.021265331,0.00223971,0.004,0.365188396,0.943680863,2.215964341
491,0.067054917,0,0.665265978,0,0.167268777,0.425703617,0,0,0,0,0.150543495,0,0,0.482430721,0,0.168521653,0,0.012720437,0,0.344251662,0,0.013350887,0.002,0.417438982,0.911076948,2.497112145
492,0,0.135580279,0.046546283,0.028522359,0,0.323427557,0,0.019530277,0,0,0.047130015,0.017721581,0.096626937,0.62634858,0,0.133737721,0,0,0.055071461,0,0.009357306,0,0.02,0.202232112,1.021681693,1.539600355
493,0.089840352,0,0.659787083,0.076112007,0,0.311607656,0.043874168,0.031824919,0,0,0.111081296,0,0.070048448,0.314750457,0,0.069155484,0,0,0,0.318263708,0.140054767,0,0.008,0.33399972,0.956571137,2.236400345
494,0.077426991,0,0.363686412,0,0,0.571821832,0.03729216,0,0,0,0.168932169,0,0.03322431,0.145479868,0,0.094849258,0,0,0.133789332,0.275556288,0,0.004046811,0.008,0.326663404,0.952955107,1.906105431
495,1.146853296,0.023655299,0.06070049,0.192032728,0.711889088,0.69054703,0.364670441,0,0,0,0,0.104073527,0.101224425,0.181633924,0.168211916,0.197701797,0,0,0,0.300441984,0.021780851,0,0.004,0.368958409,0.934712608,4.265416796
496,0.288511961,0,0.393234895,0.005212532,0,0.24113416,0,0.002332963,0,0,0.092121897,0,0.026917315,0.147610772,0,0.075725732,0,0,0,0.321230641,0.022237369,0,0.018,0.217636275,1.026914247,1.616270237
497,0.454022692,0,0.189896186,0.253169543,0,0.937161204,0.460418698,0,0.04766999,0,0,0,0.218243952,0.459890447,0,0.310782971,0,0.017779708,0.080522337,0,0.059205875,0,0.014,0.265567221,0.974791205,3.488763603
498,0.597534899,0,0.145484472,0.164475102,0,0.604055912,0.291125606,0.058920135,0.098119864,0,0.33594894,0,0.159622885,0.041082844,0.000165361,0.131114287,0,0.012636455,0,0.165864553,0.029172675,0,0.008,0.314548273,0.959591979,2.835323989
499,0.383324371,0,0.121190742,0.193622602,0,0.23531655,0.191149953,0.10937145,0.005826056,0,0.151381083,0,0,0.780034647,0.010016575,0.157433009,0,0,0,0.505666033,0.015955103,0.05220223,0.016,0.236905005,0.996801221,2.912490404
500,0.24086306,0,0.244470046,0.14785628,0,0.333614631,0.2844667,0.045211991,0,0,0.194206596,0,0.194567118,1.025744778,0,0.300701598,0,0,0,0.307338804,0.036221548,0,0.02,0.208677204,1.006305403,3.355263151
501,0.239718166,0,0.181192063,0.078592683,0,0.540723392,0.05180832,0,0,0,0.051102585,0.008799199,0.075541515,0.435303436,0,0.048838552,0,0,0,0.011132184,0,0,0.016,0.227082288,1.001558037,1.722752096
502,0.664443724,0.426083969,0.18032145,0,0,0.761582663,0.056400935,0.268550858,0,0,0.2116317,0,0,1.15482807,0.22404598,0.461134115,0,0,0,0.314353878,0,0,0.004,0.366011741,0.933538237,4.723377341
503,0.263198928,0.142819185,0.261586885,0,0,0.775443466,0.009174426,0,0,0,0.022065794,0.00438555,0,0.862630259,0.139058803,0.39685991,0,0,0,0.326992193,0,0,0.014,0.270429192,0.980101407,3.2042154
504,0.00403973,0.001908627,0.610171079,0.11884959,0,0.159507999,0.042730953,0.046138581,0.035769747,0,0,0.061051976,0.065006206,0.422675066,0.099570821,0.38064716,0.003858594,0,0.123174356,0,0.023641492,0,0.002,0.412416136,0.912483214,2.198741976
505,0.673927753,0.963436879,0.06139865,0.173107852,0.464490157,0.887113923,0.144533826,0.168622749,0,0,0.226257607,0,0.115562664,0.201570291,0.070613652,0.232460022,0,0.020683459,0,0.300331288,0.045235265,0,0,0.512035664,0.858595466,4.74934604
506,0.253693036,0,0.314572081,0,0,0.547829501,0,0.04708128,0,0,0.07382582,0,0,0.301974295,0.047283317,0.290671564,0,0.105891763,0,0.413495659,0.024965117,0.052484142,0.006,0.346596116,0.940963278,2.473767577
507,0,0,0.165243375,0,0,0.433557442,0,0,0,0,0.075457193,0,0.101739385,0.475486875,0,0,0,0.02547529,0,0.832843585,0.07298494,0.125999128,0.014,0.289218524,0.991362006,2.308787214
508,0.423597939,0,0.225811245,0.084719412,0,0.5349341,0.066695618,0.073627401,0,0,0.220840376,0,0,0.68104057,0,0.128313396,0,0,0,0.355350096,0.049546205,0,0.01,0.308664583,0.961096964,2.844476358
509,0.021764623,0.146197127,0.59744785,0.187426646,0,0,0.002512074,0.151058417,0.035876764,0,0.13070056,0,0.056476841,0.184179913,0.000526022,0,0,0.076732934,0,0.568156424,0,0,0.016,0.240851203,1.015750367,2.159056195
510,0.071855786,0.048379731,0.149650973,0.073378315,0,0.31305539,0.154257636,0,0,0,0.166122101,0,0,0.740873521,0,0.271396366,0,0,0,0.09844024,0,0,0.014,0.26286466,0.98800578,2.087410059
511,0.119637604,0,0.438422033,0.052846531,0.113176601,0.284376139,0.121782512,0,0,0,0.161669765,0.05649394,0,0.356767705,0.095245167,0.039407188,0,0.037898513,0,0.316013864,0.043829133,0,0.008,0.323300296,0.954861933,2.237566695
512,0,0.096080127,0.15405592,0.000959732,0,0.154739406,0.380828339,0,0,0,0.171598046,0,0,0.512690607,0.003284648,0,0,0,0,0.29296371,0.008348868,0.045101791,0.128,0.10791917,1.05481701,1.820651195
513,0.097470499,0,0.222074016,0,0.13410169,0.467172353,0.147666178,0,0,0,0.13191811,0,0.092015579,0.200513241,0.14048853,0.103714795,0,0,0.020001112,0.103657427,0,0,0.016,0.237165488,0.98593444,1.86079353
514,0.031244548,0.193822786,0.592257923,0,0,0.986071184,0.058283111,0.085905857,0,0,0.257959351,0,0.056753518,0.413747755,0.0419864,0.365035196,0,0.002723454,0.117745472,0.283621742,0,0,0.002,0.37958748,0.925685955,3.487158296
515,0.230014011,0,0.391395536,0,0,0.938537851,0.135517718,0,0,0,0.267839175,0,0,0.464967673,0.055454277,0.235499597,0,0,0,0.282248249,0,0,0.008,0.314135514,0.956042662,3.001474087
516,0.122700782,0,0.345885765,0,0,0.415975995,0.008827532,0,0.056867805,0,0.112001009,0,0,0.227038952,0.021765751,0.024950089,0,0,0,0.402669537,0.042671617,0.031429793,0.014,0.271493654,0.983355535,1.812784626
517,0,0.053522302,0.423295063,0,0.037047068,0.425045627,0.016235674,0,0,0,0.160774471,0,0.025739937,0.035313952,0,0.079393803,0,0.023326402,0,0.226957352,0.104549231,0,0.138,0.103630434,1.062603386,1.611200882
518,0.031192956,0,0.213692055,0,0,0.262747833,0.026109314,0.016704797,0,0,0.096364925,0,0.041290802,0.3456363,0.074120884,0.127870547,0,0,0,0.236331244,0.054470309,0,0.176,0.090765697,1.055349278,1.526531967
519,0.664858162,0,0.162869863,0.108601916,0,0.577016637,0.259154541,0.049399878,0,0,0.264015423,0,0.241016708,0.479632753,0.033331289,0.025397877,0,0,0,0.166746189,0.050202723,0,0.004,0.364998844,0.932543429,3.082243959
520,0.154471239,0,0.408737133,0,0,0.540327701,0,0,0,0,0.273572935,0,0,0.599071012,0,0.084772401,0,0,0,0.540491437,0,0.035689041,0.014,0.27576889,0.981899895,2.637132899
521,0.320167504,0,0.234499705,0.155330264,0,0.391737868,0.146573861,0.026490738,0.015226368,0,0.213273076,0,0.22823109,0.901705902,0,0.098553856,0,0,0,0.435382077,0.051017582,0,0.016,0.23239597,0.995413369,3.218189892
522,0,0.094934504,0.34837829,0,0,0.480713445,0.230661484,0,0,0,0.186137589,0,0.010443337,0.297268577,0,0.107104911,0,0,0.048384568,0.083814433,0,0,0.012,0.301855098,0.962043399,1.887841139
523,0.574360705,0,0.36765734,0,0,0.291865877,0.096980559,0,0,0,0.083992106,0,0.042285602,0.155058167,0,0.052239755,0,0,0,0.092449713,0.007929087,0,0,0.526169864,0.851295477,1.76481891
524,0.644843277,0,0.323650539,0,0,0.963385801,0,0.036740085,0.115980058,0,0.315351285,0,0.186994448,0.485891568,0.006152725,0.040471679,0,0,0,0.19994885,0.042658713,0,0.006,0.353801979,0.939805544,3.362069028
525,0.011571784,0,0.295066847,0,0,0.393827907,0.070969239,0.061926822,0,0,0.110804332,0,0.020520277,0.238137256,0.050643725,0.086584457,0,0.028165718,0,0.219620064,0.073773104,0,0.016,0.242090119,0.98640909,1.661611531
526,0.119250046,0,0.465388949,0,0.096420316,0.202101447,0.042316208,0,0.030819073,0,0.126241718,0,0,0.385223162,0,0.139440545,0,0,0,0.07199951,0,0,0.034,0.182285861,1.03502543,1.679200975
527,0.062293944,0,0.49018577,0,0,0.331443254,0.261682362,0,0,0,0.080807999,0,0,0.435873617,0,0.093149376,0,0.043251623,0,0.228244401,0.034670105,0.014317994,0.002,0.376947222,0.929687338,2.075920447
528,0.231891805,0,0.142819743,0.013340615,0,0.160036922,0.095299839,0.020245622,0,0,0.239912097,0,0.093108746,0.722404471,0,0.14201705,0,0,0,0.369031611,0,0,0.014,0.269698255,0.986700383,2.230108521
